1	 AD1111112222C3C3C3C3C3C3 
2	 AD1111112222C3C3C3C3C3C3 
3	 AL5411111111B2B2B2B2B2B2B2B2 
4	 AL5411111111B2B2B2B2B2B2B2B2 
5	 AT171111122222222222 
6	 AT171111122222222222 
7	 BA791112223333333344 
8	 BA791112223333333344 
9	 BE93111222222233 
10	 BE93111222222233 
11	 BG20AAAA222233D4D4D4D4 
12	 BG20AAAA222233D4D4D4D4 
13	 CH6011111B2B2B2B2B2B2 
14	 CH6011111B2B2B2B2B2B2 
15	 CY2911122222C3C3C3C3C3C3C3C3 
16	 CY2911122222C3C3C3C3C3C3C3C3 
17	 CZ6811112222222222222222 
18	 CZ6811112222222222222222 
19	 DE16111111112222222222 
20	 DE16111111112222222222 
21	 DK7911112222222223 
22	 DK7911112222222223 
23	 EE961122333333333334 
24	 EE961122333333333334 
25	 ES7111112222334444444444 
26	 ES7111112222334444444444 
27	 FI6811111122222223 
28	 FI6811111122222223 
29	 FO4911112222222223 
30	 FO4911112222222223 
31	 FR441111122222C3C3C3C3C3C44 
32	 FR441111122222C3C3C3C3C3C44 
33	 GB45AAAA22222233333333 
34	 GB45AAAA22222233333333 
35	 GE98AA2222222222222222 
36	 GE98AA2222222222222222 
37	 GI72AAAAB2B2B2B2B2B2B2B 
38	 GI72AAAAB2B2B2B2B2B2B2B 
39	 GL4911112222222223 
40	 GL4911112222222223 
41	 GR611112222C3C3C3C3C3C3C3C3 
42	 GR611112222C3C3C3C3C3C3C3C3 
43	 HR9411111112222222222 
44	 HR9411111112222222222 
45	 HU35111222234444444444444445 
46	 HU35111222234444444444444445 
47	 IE18AAAA22222233333333 
48	 IE18AAAA22222233333333 
49	 IL641112220003333333344 
50	 IL641112220003333333344 
51	 IS121111223333333333333333 
52	 IS121111223333333333333333 
53	 IT43A2222233333D4D4D4D4D4D4 
54	 IT43A2222233333D4D4D4D4D4D4 
55	 KW93AAAAB2B2B2B2B2B2B2B2B2B2B2 
56	 KW93AAAAB2B2B2B2B2B2B2B2B2B2B2 
57	 KZ21111B2B2B2B2B2B2B 
58	 KZ21111B2B2B2B2B2B2B 
59	 LB881111B2B2B2B2B2B2B2B2B2B2 
60	 LB881111B2B2B2B2B2B2B2B2B2B2 
61	 LI7311111B2B2B2B2B2B2 
62	 LI7311111B2B2B2B2B2B2 
63	 LT151111122222222222 
64	 LT151111122222222222 
65	 LU27111B2B2B2B2B2B2B 
66	 LU27111B2B2B2B2B2B2B 
67	 LV86AAAAB2B2B2B2B2B2B 
68	 LV86AAAAB2B2B2B2B2B2B 
69	 MC261111122222C3C3C3C3C3C44 
70	 MC261111122222C3C3C3C3C3C44 
71	 ME38111222222222222233 
72	 ME38111222222222222233 
73	 MK41111B2B2B2B2B233 
74	 MK41111B2B2B2B2B233 
75	 MR2111111222223333333333344 
76	 MR2111111222223333333333344 
77	 MT39AAAA22222C3C3C3C3C3C3C3C3C3 
78	 MT39AAAA22222C3C3C3C3C3C3C3C3C3 
79	 MU37AAAA2222333333333333333DDD 
80	 MU37AAAA2222333333333333333DDD 
81	 NL57AAAA2222222222 
82	 NL57AAAA2222222222 
83	 NO4011112222223 
84	 NO4011112222223 
85	 PL84111111112222222222222222 
86	 PL84111111112222222222222222 
87	 PT59111122223333333333344 
88	 PT59111122223333333333344 
89	 RO91AAAAB2B2B2B2B2B2B2B2 
90	 RO91AAAAB2B2B2B2B2B2B2B2 
91	 RS48111222222222222233 
92	 RS48111222222222222233 
93	 SA4611B2B2B2B2B2B2B2B2B2 
94	 SA4611B2B2B2B2B2B2B2B2B2 
95	 SE3211122222222222222223 
96	 SE3211122222222222222223 
97	 SI92111112222222233 
98	 SI92111112222222233 
99	 SK6611112222222222222222 
100	 SK6611112222222222222222 
101	 SM71A2222233333D4D4D4D4D4D4 
102	 SM71A2222233333D4D4D4D4D4D4 
103	 TN2311222333333333333344 
104	 TN2311222333333333333344 
105	 TR9511111BC3C3C3C3C3C3C3C3 
106	 TR9511111BC3C3C3C3C3C3C3C3 
107	 DE06123456780000000005 
108	 DE06123456780000000005 
109	 DE97123456780000000016 
110	 DE97123456780000000016 
111	 DE97123456780000000016 
112	 DE00123456780000000016 
113	 DE98123456780000000095 
114	 DE98123456780000000095 
115	 DE98123456780000000095 
116	 DE01123456780000000095 
