0	GB79JXJY10363406534953
1	GB63ECMI50222031083613
2	GB31TRVJ06747418557412
3	GB08QZVP36846067563178
4	GB85YAZH37110741895820
5	GB76DJRV71292847938874
6	GB19UHYX54042391691657
7	GB04EPMX24297295484946
8	GB85FCVI24010449740863
9	GB18XMLB56481623488460
10	GB78CAXF14326991468417
11	GB75JGJY74032338328954
12	GB47JTFZ39077655435684
13	GB90NZWE28261924710428
14	GB56XRQA86257643697805
15	GB94UQIS00396306647929
16	GB59DXEU83686979129422
17	GB90ZNAD83801008852041
18	GB76PSZD26583924058521
19	GB81LXUF84560112488792
20	GB59LXPQ75378555524720
21	GB18GGRG70397769879692
22	GB82ZWOZ89037294473775
23	GB28LUUG65223354182718
24	GB88EDOW10132633972241
25	GB21NEZP85703589097881
26	GB52QTPX39750817736628
27	GB09QXOO47642739017985
28	GB85QVMR87000306286317
29	GB49HXDH61017373059786
30	GB59DXTC96891934730552
31	GB19DPTA56736068692126
32	GB56JEKJ99117164671526
33	GB64ONAF49791150987212
34	GB42RVBZ74585947678596
35	GB95HRKM16519135985966
36	GB67HCVW65763190208256
37	GB94OJON84708137480237
38	GB09CQQM26803135596521
39	GB36IQAO00010042417445
40	GB42RUYR16695926633566
41	GB19YBPP63791246916193
42	GB56YLOW94215817995127
43	GB80DLWR40342924660235
44	GB72XZCQ50592527362701
45	GB93JITH35850067452002
46	GB10QUYQ20975409948422
47	GB51QSTY81101182744833
48	GB83XVQK40904418491332
49	GB68WEUG95613527856641
50	GB65RSHU55409066819546
51	GB98UKYS97263155279153
52	GB25MGCI40297147858093
53	GB39JJID00312192051018
54	GB98TQNK00563748846451
55	GB78AEQD11999747547081
56	GB97VJZY27974622159388
57	GB13OQSY31524471904116
58	GB23EGFL29352174780562
59	GB25SHSY06372031796219
60	GB81KPLG11454224920336
61	GB91ZZRQ50251030831623
62	GB04YBJT73727379778035
63	GB16WVDI71717592568808
64	GB88PKFU10313049869640
65	GB52UMBT23823214110886
66	GB56MOKJ29274060016055
67	GB74RMES33610728995064
68	GB59HSUO52813094407660
69	GB20YLUP36496148161634
70	GB68FKYB41264061419786
71	GB16QVRQ68586954692376
72	GB71AQCW89664636327761
73	GB19MVQT89561828609486
74	GB53VSLZ33108348831310
75	GB60VZVZ98896126006710
76	GB34RAUR29579641314502
77	GB44JWCQ40582946251492
78	GB43KYWN08508230980853
79	GB03GOVV74625949897696
80	GB94BJUW45567986677849
81	GB07XVHS15348509006034
82	GB42ZGRI96696440163204
83	GB36EIJX71644232664307
84	GB61QVJF55411308247789
85	GB63CRJA03105207254651
86	GB08YEJL97155025898270
87	GB27DSYO55889837541170
88	GB15WDTJ82970335770385
89	GB87TBSC41856174613643
90	GB91JEFG08387982780352
91	GB59KHBM95999808369148
92	GB32QNZE08492077947273
93	GB17RKKA92694549703131
94	GB39LPYS02132692227408
95	GB03WJJI08312155152645
96	GB85QEFY83968383546624
97	GB97HKBS53322312493714
98	GB11VAVY12972351676169
99	GB44AGIQ89584518027402
100	GB04YWUX38092993849740
101	GB49AWLR49584337832301
102	GB08QGRC68226256886121
103	GB75ELJK66439220115179
104	GB53ZZQM04826350752565
105	GB46EPHJ87876494392625
106	GB49JYFH41690989483797
107	GB80DDXJ55504066905294
108	GB04QVQG70473487596142
109	GB60WWBO23263662305095
110	GB09XJTF22342888572521
111	GB96BXFZ80720590839770
112	GB48ZTZB94539111669865
113	GB42DDBS18885641961425
114	GB39EVWI01796607635966
115	GB35PIGE40604213479958
116	GB43WCLG42457228370424
117	GB17CVKJ11781195192627
118	GB36ZMJR75864697977151
119	GB22FWSE80975234939342
120	GB33QUNU89799124818251
121	GB26ZUUU64634971213651
122	GB58QLKH51325377367681
123	GB56LGXL47256005431509
124	GB85VYIA12669144048530
125	GB36VLBI16367750222377
126	GB98WMRL96888467557015
127	GB88SFQM51448692989846
128	GB61AYFK91814339580273
129	GB15SQTS51096531494705
130	GB30EXVQ34835918836257
131	GB31ZOZS97745767468988
132	GB15TZTF24915715937871
133	GB56CPHW12201167890606
134	GB69ZUSU56560480979081
135	GB46DFKX97273354794742
136	GB45FHWI11524049991421
137	GB47ZICE10888430227498
138	GB40QJCB62149192251968
139	GB28JNJI06096629494791
140	GB70CNKP33173851430413
141	GB03AEXY14402446517832
142	GB21JEJS88050516528877
143	GB35NPHV45115576359866
144	GB10AQTQ86871994595682
145	GB50MIRT77140871923215
146	GB58ILZL01516766017006
147	GB86IDST18752455037214
148	GB19DVWE56540195351534
149	GB98BTAO74007467198382
150	GB93JMIM87097763271197
151	GB06YXXJ85939480550895
152	GB60MVTV96731958180843
153	GB03QSZL31403493781453
154	GB34YWGC02305842025413
155	GB29GEKM66819505412891
156	GB96LBER65270597845317
157	GB63IHRY63136010501271
158	GB89UICA08467287202235
159	GB60ETEK71367769052855
160	GB83WARA86469142313961
161	GB50EWTE85267243702565
162	GB50GAAB95871114039037
163	GB45JWXP53925837001848
164	GB85WANC38018611047344
165	GB35WZFP79729357283704
166	GB09UULU11159512018220
167	GB37PBCF89021541949424
168	GB43OYLA80761753857542
169	GB54AYTJ00979005399362
170	GB51ETHP02052369035913
171	GB35LJSM74441296864229
172	GB38NPLO12469422668569
173	GB27UHMQ73089878741727
174	GB75RMXR36626908541294
175	GB64KYNW19178205438031
176	GB18IKRR22548459583058
177	GB88WWOA52349649209906
178	GB56CEWQ14514366457273
179	GB11AAYK38449810793994
180	GB43YBRM59391115833805
181	GB93IMYU49837457161930
182	GB79TQFA37906220605966
183	GB80UQQZ45094317659982
184	GB83HHLC25848831684348
185	GB38GTIV15422206157645
186	GB86INWH51610267488062
187	GB75QJEH10829119999229
188	GB52WLIV53409984514422
189	GB54VBDL70943940736118
190	GB60XOHY26980445359592
191	GB64PGOK58716704601679
192	GB79LAGO86752708306653
193	GB87LAML35698160308503
194	GB20RNDX62339843458367
195	GB47BTTK15363155131838
196	GB12MKDG76483686046340
197	GB56GFMC01846868916831
198	GB26QGYC97386420301357
